,DATE,EQUIP,TOWN,SALES,sr_last_year,sr_last_year_same_weekday,weekday,is weekend,is_bankholiday,dist_between_closest_bank_holiday,is_school_holiday
422,2018-02-27,ordinateur,Bordeaux,2647.0351171329235,3250.100584254784,387.69342035142853,tuesday,False,False,63 days 00:00:00.000000000,False
423,2018-02-28,ordinateur,Bordeaux,5432.340282747216,387.69342035142853,1734.6091360626012,wednesday,False,False,62 days 00:00:00.000000000,False
424,2018-03-01,ordinateur,Bordeaux,623.7062500943478,1734.6091360626012,8878.803036969462,thursday,False,False,61 days 00:00:00.000000000,False
425,2018-03-02,ordinateur,Bordeaux,334.3321035033705,8878.803036969462,86.48742502530372,friday,False,False,60 days 00:00:00.000000000,False
426,2018-03-03,ordinateur,Bordeaux,1551.2881984484757,86.48742502530372,408.7818642879623,saturday,True,False,59 days 00:00:00.000000000,False
427,2018-03-04,ordinateur,Bordeaux,662.1867339277992,408.7818642879623,2985.176181252249,sunday,True,False,58 days 00:00:00.000000000,False
428,2018-03-05,ordinateur,Bordeaux,1631.3287794199032,2985.176181252249,1568.579293160582,monday,False,False,57 days 00:00:00.000000000,False
429,2018-03-06,ordinateur,Bordeaux,8271.392699471546,1568.579293160582,4495.1613988992885,tuesday,False,False,56 days 00:00:00.000000000,False
430,2018-03-07,ordinateur,Bordeaux,2355.287674489452,4495.1613988992885,6862.857295212845,wednesday,False,False,55 days 00:00:00.000000000,False
431,2018-03-08,ordinateur,Bordeaux,31.206028064085388,6862.857295212845,3535.101826833173,thursday,False,False,54 days 00:00:00.000000000,False
432,2018-03-09,ordinateur,Bordeaux,3270.615316808617,3535.101826833173,271.5623539480769,friday,False,False,53 days 00:00:00.000000000,False
433,2018-03-10,ordinateur,Bordeaux,7687.150704912719,271.5623539480769,4282.295975468881,saturday,True,False,52 days 00:00:00.000000000,False
434,2018-03-11,ordinateur,Bordeaux,719.8156342961015,4282.295975468881,494.9930149532901,sunday,True,False,51 days 00:00:00.000000000,False
435,2018-03-12,ordinateur,Bordeaux,1865.3497281893399,494.9930149532901,1736.5833974614045,monday,False,False,50 days 00:00:00.000000000,False
436,2018-03-13,ordinateur,Bordeaux,2301.499591264629,1736.5833974614045,901.0709288099248,tuesday,False,False,49 days 00:00:00.000000000,False
437,2018-03-14,ordinateur,Bordeaux,4371.421524181901,901.0709288099248,3671.3403621457537,wednesday,False,False,48 days 00:00:00.000000000,False
438,2018-03-15,ordinateur,Bordeaux,109.09921548894884,3671.3403621457537,2015.6764689152872,thursday,False,False,47 days 00:00:00.000000000,False
439,2018-03-16,ordinateur,Bordeaux,6330.5420138769605,2015.6764689152872,4210.031968398038,friday,False,False,46 days 00:00:00.000000000,False
440,2018-03-17,ordinateur,Bordeaux,3812.1100453976924,4210.031968398038,919.7769868835127,saturday,True,False,45 days 00:00:00.000000000,False
441,2018-03-18,ordinateur,Bordeaux,876.0524948074483,919.7769868835127,5193.114875288198,sunday,True,False,44 days 00:00:00.000000000,False
442,2018-03-19,ordinateur,Bordeaux,2256.716963368226,5193.114875288198,2387.9640422343205,monday,False,False,43 days 00:00:00.000000000,False
443,2018-03-20,ordinateur,Bordeaux,4329.988791348505,2387.9640422343205,248.90374390967568,tuesday,False,False,42 days 00:00:00.000000000,False
444,2018-03-21,ordinateur,Bordeaux,809.3402251607022,248.90374390967568,770.6579593477328,wednesday,False,False,41 days 00:00:00.000000000,False
445,2018-03-22,ordinateur,Bordeaux,3798.501196808043,770.6579593477328,3870.9378420623602,thursday,False,False,40 days 00:00:00.000000000,False
446,2018-03-23,ordinateur,Bordeaux,62.44253137047682,3870.9378420623602,1201.9810868658105,friday,False,False,39 days 00:00:00.000000000,False
447,2018-03-24,ordinateur,Bordeaux,1929.202070112156,1201.9810868658105,8584.735629864888,saturday,True,False,38 days 00:00:00.000000000,False
448,2018-03-25,ordinateur,Bordeaux,476.7502499653476,8584.735629864888,4159.530809857381,sunday,True,False,37 days 00:00:00.000000000,False
449,2018-03-26,ordinateur,Bordeaux,6.832418847400103,4159.530809857381,3017.239434739606,monday,False,False,36 days 00:00:00.000000000,False
450,2018-03-27,ordinateur,Bordeaux,695.7334630525038,3017.239434739606,1469.0177275804685,tuesday,False,False,35 days 00:00:00.000000000,False
451,2018-03-28,ordinateur,Bordeaux,5467.40145734657,1469.0177275804685,1595.0377259594472,wednesday,False,False,34 days 00:00:00.000000000,False
452,2018-03-29,ordinateur,Bordeaux,4319.1499837344845,1595.0377259594472,1102.7227282574925,thursday,False,False,33 days 00:00:00.000000000,False
453,2018-03-30,ordinateur,Bordeaux,4500.545066492149,1102.7227282574925,140.5503272432004,friday,False,False,32 days 00:00:00.000000000,False
454,2018-03-31,ordinateur,Bordeaux,3396.090112331572,140.5503272432004,2271.252591695856,saturday,True,False,31 days 00:00:00.000000000,False
455,2018-04-01,ordinateur,Bordeaux,4194.097395519159,2271.252591695856,4974.28100464164,sunday,True,False,30 days 00:00:00.000000000,False
456,2018-04-02,ordinateur,Bordeaux,6656.0069025182775,4974.28100464164,5982.48034808196,monday,False,True,29 days 00:00:00.000000000,False
457,2018-04-03,ordinateur,Bordeaux,4429.872120795661,5982.48034808196,2762.5682953731184,tuesday,False,False,28 days 00:00:00.000000000,False
458,2018-04-04,ordinateur,Bordeaux,4857.652016061742,2762.5682953731184,579.9868737856825,wednesday,False,False,27 days 00:00:00.000000000,False
459,2018-04-05,ordinateur,Bordeaux,804.3943312082198,579.9868737856825,5162.028546078121,thursday,False,False,26 days 00:00:00.000000000,False
460,2018-04-06,ordinateur,Bordeaux,1438.4758695472874,5162.028546078121,304.98188752050584,friday,False,False,25 days 00:00:00.000000000,False
461,2018-04-07,ordinateur,Bordeaux,847.8410411307144,304.98188752050584,478.0428474613334,saturday,True,False,24 days 00:00:00.000000000,True
462,2018-04-08,ordinateur,Bordeaux,646.8470209323807,478.0428474613334,5264.345654293075,sunday,True,False,23 days 00:00:00.000000000,True
463,2018-04-09,ordinateur,Bordeaux,2098.837167897867,5264.345654293075,2017.774587722209,monday,False,False,22 days 00:00:00.000000000,True
464,2018-04-10,ordinateur,Bordeaux,3939.1824554738655,2017.774587722209,97.41687664851193,tuesday,False,False,21 days 00:00:00.000000000,True
465,2018-04-11,ordinateur,Bordeaux,2235.2994227365984,97.41687664851193,3992.309248165105,wednesday,False,False,20 days 00:00:00.000000000,True
466,2018-04-12,ordinateur,Bordeaux,3543.9825916488257,3992.309248165105,221.61327680102838,thursday,False,False,19 days 00:00:00.000000000,True
467,2018-04-13,ordinateur,Bordeaux,1750.1758146788088,221.61327680102838,596.0431042670352,friday,False,False,18 days 00:00:00.000000000,True
468,2018-04-14,ordinateur,Bordeaux,1336.1915082105265,596.0431042670352,357.0648241732943,saturday,True,False,17 days 00:00:00.000000000,True
469,2018-04-15,ordinateur,Bordeaux,2600.070445166675,357.0648241732943,6166.801030048729,sunday,True,False,16 days 00:00:00.000000000,True
470,2018-04-16,ordinateur,Bordeaux,211.8433458729496,6166.801030048729,753.8223816848982,monday,False,False,15 days 00:00:00.000000000,True
471,2018-04-17,ordinateur,Bordeaux,2224.2708242491613,753.8223816848982,5221.2869260797825,tuesday,False,False,14 days 00:00:00.000000000,True
472,2018-04-18,ordinateur,Bordeaux,6929.025535170455,5221.2869260797825,5184.9105305777475,wednesday,False,False,13 days 00:00:00.000000000,True
473,2018-04-19,ordinateur,Bordeaux,2052.6739938178157,5184.9105305777475,9493.48709759683,thursday,False,False,12 days 00:00:00.000000000,True
474,2018-04-20,ordinateur,Bordeaux,4325.329330945988,9493.48709759683,2641.3944195855033,friday,False,False,11 days 00:00:00.000000000,True
475,2018-04-21,ordinateur,Bordeaux,1897.700908872778,2641.3944195855033,2744.768385023648,saturday,True,False,10 days 00:00:00.000000000,True
476,2018-04-22,ordinateur,Bordeaux,4582.902703662948,2744.768385023648,3567.070974819032,sunday,True,False,9 days 00:00:00.000000000,True
477,2018-04-23,ordinateur,Bordeaux,2251.81125583246,3567.070974819032,1904.6987287966215,monday,False,False,8 days 00:00:00.000000000,False
478,2018-04-24,ordinateur,Bordeaux,4852.071219165593,1904.6987287966215,1313.468424068375,tuesday,False,False,7 days 00:00:00.000000000,False
479,2018-04-25,ordinateur,Bordeaux,3298.402111151105,1313.468424068375,2596.2526743752755,wednesday,False,False,6 days 00:00:00.000000000,False
480,2018-04-26,ordinateur,Bordeaux,3667.4599141585277,2596.2526743752755,800.6690841402742,thursday,False,False,5 days 00:00:00.000000000,False
481,2018-04-27,ordinateur,Bordeaux,2196.1428876225355,800.6690841402742,279.13435367729113,friday,False,False,4 days 00:00:00.000000000,False
482,2018-04-28,ordinateur,Bordeaux,3243.7977943848687,279.13435367729113,1555.4322499794175,saturday,True,False,3 days 00:00:00.000000000,False
483,2018-04-29,ordinateur,Bordeaux,6332.30456597568,1555.4322499794175,1798.597647213309,sunday,True,False,2 days 00:00:00.000000000,False
484,2018-04-30,ordinateur,Bordeaux,1837.9782951064435,1798.597647213309,2433.0848942888124,monday,False,False,1 days 00:00:00.000000000,False
485,2018-05-01,ordinateur,Bordeaux,6754.052156571709,2433.0848942888124,2935.17343659406,tuesday,False,True,7 days 00:00:00.000000000,False
486,2018-05-02,ordinateur,Bordeaux,2331.5138047117152,2935.17343659406,3231.244707025509,wednesday,False,False,6 days 00:00:00.000000000,False
487,2018-05-03,ordinateur,Bordeaux,3339.941188455561,3231.244707025509,3591.485903381004,thursday,False,False,5 days 00:00:00.000000000,False
488,2018-05-04,ordinateur,Bordeaux,2835.363621847524,3591.485903381004,1628.6842496042498,friday,False,False,4 days 00:00:00.000000000,False
489,2018-05-05,ordinateur,Bordeaux,8222.224822956841,1628.6842496042498,3558.5667457239274,saturday,True,False,3 days 00:00:00.000000000,False
490,2018-05-06,ordinateur,Bordeaux,391.9164341302762,3558.5667457239274,1279.4282947624754,sunday,True,False,2 days 00:00:00.000000000,False
491,2018-05-07,ordinateur,Bordeaux,2576.9827843725157,1279.4282947624754,2813.4595070125183,monday,False,False,1 days 00:00:00.000000000,False
492,2018-05-08,ordinateur,Bordeaux,118.2537266856716,2813.4595070125183,143.89358317903785,tuesday,False,True,67 days 00:00:00.000000000,False
493,2018-05-09,ordinateur,Bordeaux,5426.159260055168,143.89358317903785,2230.632098805605,wednesday,False,False,66 days 00:00:00.000000000,False
494,2018-05-10,ordinateur,Bordeaux,36.83950603648537,2230.632098805605,3624.887139074137,thursday,False,True,65 days 00:00:00.000000000,False
495,2018-05-11,ordinateur,Bordeaux,1597.0148309585272,3624.887139074137,204.94725369500344,friday,False,False,64 days 00:00:00.000000000,False
496,2018-05-12,ordinateur,Bordeaux,2380.5329671700115,204.94725369500344,269.20147235629446,saturday,True,False,63 days 00:00:00.000000000,False
497,2018-05-13,ordinateur,Bordeaux,7069.197437752997,269.20147235629446,3833.6621650501006,sunday,True,False,62 days 00:00:00.000000000,False
498,2018-05-14,ordinateur,Bordeaux,1303.383917202536,3833.6621650501006,4402.670038282453,monday,False,False,61 days 00:00:00.000000000,False
499,2018-05-15,ordinateur,Bordeaux,4491.495828596425,4402.670038282453,7197.711805051024,tuesday,False,False,60 days 00:00:00.000000000,False
500,2018-05-16,ordinateur,Bordeaux,3560.2605545415886,7197.711805051024,4303.8098038759135,wednesday,False,False,59 days 00:00:00.000000000,False
501,2018-05-17,ordinateur,Bordeaux,463.3498044375265,4303.8098038759135,3164.140937213463,thursday,False,False,58 days 00:00:00.000000000,False
502,2018-05-18,ordinateur,Bordeaux,1197.3450578129973,3164.140937213463,1617.8585727749505,friday,False,False,57 days 00:00:00.000000000,False
503,2018-05-19,ordinateur,Bordeaux,4876.115756949625,1617.8585727749505,1362.829592491171,saturday,True,False,56 days 00:00:00.000000000,False
504,2018-05-20,ordinateur,Bordeaux,3420.5567663143634,1362.829592491171,5281.400176214296,sunday,True,False,55 days 00:00:00.000000000,False
505,2018-05-21,ordinateur,Bordeaux,1147.408535393296,5281.400176214296,5400.876379858247,monday,False,True,54 days 00:00:00.000000000,False
506,2018-05-22,ordinateur,Bordeaux,1214.216760068212,5400.876379858247,101.88440430254063,tuesday,False,False,53 days 00:00:00.000000000,False
507,2018-05-23,ordinateur,Bordeaux,2712.0072145439067,101.88440430254063,8540.188327541826,wednesday,False,False,52 days 00:00:00.000000000,False
508,2018-05-24,ordinateur,Bordeaux,2969.8739215631194,8540.188327541826,5614.233307364218,thursday,False,False,51 days 00:00:00.000000000,False
509,2018-05-25,ordinateur,Bordeaux,3106.7767178395857,5614.233307364218,6126.681729953721,friday,False,False,50 days 00:00:00.000000000,False
510,2018-05-26,ordinateur,Bordeaux,4073.3073734883465,6126.681729953721,2534.462569952784,saturday,True,False,49 days 00:00:00.000000000,False
511,2018-05-27,ordinateur,Bordeaux,2156.139868003144,2534.462569952784,2755.7385761200926,sunday,True,False,48 days 00:00:00.000000000,False
512,2018-05-28,ordinateur,Bordeaux,72.51469107445001,2755.7385761200926,2902.5314782801915,monday,False,False,47 days 00:00:00.000000000,False
513,2018-05-29,ordinateur,Bordeaux,3075.8259794705323,2902.5314782801915,6266.808276365554,tuesday,False,False,46 days 00:00:00.000000000,False
514,2018-05-30,ordinateur,Bordeaux,3848.4773174596135,6266.808276365554,1731.3126919828878,wednesday,False,False,45 days 00:00:00.000000000,False
515,2018-05-31,ordinateur,Bordeaux,2634.848172042937,1731.3126919828878,518.5595322828005,thursday,False,False,44 days 00:00:00.000000000,False
516,2018-06-01,ordinateur,Bordeaux,38.02696545973754,518.5595322828005,435.9760716707583,friday,False,False,43 days 00:00:00.000000000,False
517,2018-06-02,ordinateur,Bordeaux,1653.3221257470975,435.9760716707583,1815.6545798049087,saturday,True,False,42 days 00:00:00.000000000,False
518,2018-06-03,ordinateur,Bordeaux,3107.090484306278,1815.6545798049087,3669.001546390728,sunday,True,False,41 days 00:00:00.000000000,False
519,2018-06-04,ordinateur,Bordeaux,4513.4866704783,3669.001546390728,3929.729938371996,monday,False,False,40 days 00:00:00.000000000,False
520,2018-06-05,ordinateur,Bordeaux,2147.24592635384,3929.729938371996,353.23700260304764,tuesday,False,False,39 days 00:00:00.000000000,False
521,2018-06-06,ordinateur,Bordeaux,4639.920825270991,353.23700260304764,4230.191912218564,wednesday,False,False,38 days 00:00:00.000000000,False
522,2018-06-07,ordinateur,Bordeaux,1702.8599358411975,4230.191912218564,2928.89035818148,thursday,False,False,37 days 00:00:00.000000000,False
523,2018-06-08,ordinateur,Bordeaux,1651.7819864138166,2928.89035818148,4307.472745889802,friday,False,False,36 days 00:00:00.000000000,False
524,2018-06-09,ordinateur,Bordeaux,2733.2723823670176,4307.472745889802,2421.2647476296993,saturday,True,False,35 days 00:00:00.000000000,False
525,2018-06-10,ordinateur,Bordeaux,4563.786342852856,2421.2647476296993,3626.615861033824,sunday,True,False,34 days 00:00:00.000000000,False
526,2018-06-11,ordinateur,Bordeaux,3789.900053672519,3626.615861033824,2597.227670108669,monday,False,False,33 days 00:00:00.000000000,False
527,2018-06-12,ordinateur,Bordeaux,5189.719192051545,2597.227670108669,2529.476586252856,tuesday,False,False,32 days 00:00:00.000000000,False
528,2018-06-13,ordinateur,Bordeaux,1930.8752040292788,2529.476586252856,905.5476938814965,wednesday,False,False,31 days 00:00:00.000000000,False
529,2018-06-14,ordinateur,Bordeaux,6204.076948850232,905.5476938814965,5875.725549352746,thursday,False,False,30 days 00:00:00.000000000,False
530,2018-06-15,ordinateur,Bordeaux,1469.0209202704834,5875.725549352746,4080.778298850934,friday,False,False,29 days 00:00:00.000000000,False
531,2018-06-16,ordinateur,Bordeaux,2286.4453107496906,4080.778298850934,1291.921068629203,saturday,True,False,28 days 00:00:00.000000000,False
532,2018-06-17,ordinateur,Bordeaux,271.9865519162636,1291.921068629203,1474.449963255718,sunday,True,False,27 days 00:00:00.000000000,False
533,2018-06-18,ordinateur,Bordeaux,1593.2996188193545,1474.449963255718,229.28840068392188,monday,False,False,26 days 00:00:00.000000000,False
534,2018-06-19,ordinateur,Bordeaux,4819.953552510129,229.28840068392188,345.5966924523453,tuesday,False,False,25 days 00:00:00.000000000,False
535,2018-06-20,ordinateur,Bordeaux,3385.4155115200642,345.5966924523453,130.83084505360168,wednesday,False,False,24 days 00:00:00.000000000,False
536,2018-06-21,ordinateur,Bordeaux,3237.988407363509,130.83084505360168,3440.890758093865,thursday,False,False,23 days 00:00:00.000000000,False
537,2018-06-22,ordinateur,Bordeaux,3758.188543954273,3440.890758093865,4351.258106694962,friday,False,False,22 days 00:00:00.000000000,False
538,2018-06-23,ordinateur,Bordeaux,1621.5818959242456,4351.258106694962,3784.830819818973,saturday,True,False,21 days 00:00:00.000000000,False
539,2018-06-24,ordinateur,Bordeaux,4941.3043985538125,3784.830819818973,1330.0830720949402,sunday,True,False,20 days 00:00:00.000000000,False
540,2018-06-25,ordinateur,Bordeaux,1309.7800845941804,1330.0830720949402,626.6743473440152,monday,False,False,19 days 00:00:00.000000000,False
541,2018-06-26,ordinateur,Bordeaux,837.8104563981427,626.6743473440152,2536.640743024991,tuesday,False,False,18 days 00:00:00.000000000,False
542,2018-06-27,ordinateur,Bordeaux,335.27612122824775,2536.640743024991,5497.1472610555165,wednesday,False,False,17 days 00:00:00.000000000,False
543,2018-06-28,ordinateur,Bordeaux,3246.3876678809856,5497.1472610555165,7033.427939508081,thursday,False,False,16 days 00:00:00.000000000,False
544,2018-06-29,ordinateur,Bordeaux,3887.868078358381,7033.427939508081,4770.305156472664,friday,False,False,15 days 00:00:00.000000000,False
545,2018-06-30,ordinateur,Bordeaux,4993.769266608209,4770.305156472664,5471.796253346416,saturday,True,False,14 days 00:00:00.000000000,False
546,2018-07-01,ordinateur,Bordeaux,10415.37935846552,5471.796253346416,5343.883583401981,sunday,True,False,13 days 00:00:00.000000000,False
547,2018-07-02,ordinateur,Bordeaux,1921.3816923322806,5343.883583401981,920.0614042534658,monday,False,False,12 days 00:00:00.000000000,False
548,2018-07-03,ordinateur,Bordeaux,950.7404256627595,920.0614042534658,931.1224871309703,tuesday,False,False,11 days 00:00:00.000000000,False
549,2018-07-04,ordinateur,Bordeaux,3111.2576456917946,931.1224871309703,4983.168301239351,wednesday,False,False,10 days 00:00:00.000000000,False
550,2018-07-05,ordinateur,Bordeaux,2136.874819427016,4983.168301239351,2260.3225440243837,thursday,False,False,9 days 00:00:00.000000000,False
551,2018-07-06,ordinateur,Bordeaux,5003.974501829236,2260.3225440243837,2350.420917624715,friday,False,False,8 days 00:00:00.000000000,False
552,2018-07-07,ordinateur,Bordeaux,4166.3805905050585,2350.420917624715,10575.089048964634,saturday,True,False,7 days 00:00:00.000000000,True
553,2018-07-08,ordinateur,Bordeaux,3692.911965850098,10575.089048964634,3632.9888349287694,sunday,True,False,6 days 00:00:00.000000000,True
554,2018-07-09,ordinateur,Bordeaux,4325.042388531205,3632.9888349287694,2655.142061484972,monday,False,False,5 days 00:00:00.000000000,True
555,2018-07-10,ordinateur,Bordeaux,1075.5740050657282,2655.142061484972,3300.582230864187,tuesday,False,False,4 days 00:00:00.000000000,True
556,2018-07-11,ordinateur,Bordeaux,1249.3681781265884,3300.582230864187,5916.592689707263,wednesday,False,False,3 days 00:00:00.000000000,True
557,2018-07-12,ordinateur,Bordeaux,5180.810569190721,5916.592689707263,6082.941724591111,thursday,False,False,2 days 00:00:00.000000000,True
558,2018-07-13,ordinateur,Bordeaux,428.64827310504603,6082.941724591111,3997.4004773083752,friday,False,False,1 days 00:00:00.000000000,True
559,2018-07-14,ordinateur,Bordeaux,4108.953445134876,3997.4004773083752,4783.98117447536,saturday,True,True,32 days 00:00:00.000000000,True
560,2018-07-15,ordinateur,Bordeaux,5318.105540662113,4783.98117447536,4513.024550495446,sunday,True,False,31 days 00:00:00.000000000,True
561,2018-07-16,ordinateur,Bordeaux,4912.421268927549,4513.024550495446,467.3000390782173,monday,False,False,30 days 00:00:00.000000000,True
562,2018-07-17,ordinateur,Bordeaux,5135.448536226315,467.3000390782173,8494.536675362117,tuesday,False,False,29 days 00:00:00.000000000,True
563,2018-07-18,ordinateur,Bordeaux,2507.9124900610204,8494.536675362117,2152.961677908163,wednesday,False,False,28 days 00:00:00.000000000,True
564,2018-07-19,ordinateur,Bordeaux,2211.529767711619,2152.961677908163,3464.953638267261,thursday,False,False,27 days 00:00:00.000000000,True
565,2018-07-20,ordinateur,Bordeaux,2565.048079022947,3464.953638267261,1203.3082052152988,friday,False,False,26 days 00:00:00.000000000,True
566,2018-07-21,ordinateur,Bordeaux,2160.836058627679,1203.3082052152988,3864.35795200816,saturday,True,False,25 days 00:00:00.000000000,True
567,2018-07-22,ordinateur,Bordeaux,1098.0072780796104,3864.35795200816,315.2646353996832,sunday,True,False,24 days 00:00:00.000000000,True
568,2018-07-23,ordinateur,Bordeaux,3931.7232168253367,315.2646353996832,5299.816699760215,monday,False,False,23 days 00:00:00.000000000,True
569,2018-07-24,ordinateur,Bordeaux,3979.60998948046,5299.816699760215,1889.1391732630407,tuesday,False,False,22 days 00:00:00.000000000,True
570,2018-07-25,ordinateur,Bordeaux,136.75965888846378,1889.1391732630407,3538.0723409128113,wednesday,False,False,21 days 00:00:00.000000000,True
571,2018-07-26,ordinateur,Bordeaux,1491.1171221817945,3538.0723409128113,2062.951302877289,thursday,False,False,20 days 00:00:00.000000000,True
572,2018-07-27,ordinateur,Bordeaux,2417.372389968573,2062.951302877289,2812.149911551905,friday,False,False,19 days 00:00:00.000000000,True
573,2018-07-28,ordinateur,Bordeaux,1870.0626071407885,2812.149911551905,513.1330938899981,saturday,True,False,18 days 00:00:00.000000000,True
574,2018-07-29,ordinateur,Bordeaux,4257.900209508581,513.1330938899981,5435.9467215558425,sunday,True,False,17 days 00:00:00.000000000,True
575,2018-07-30,ordinateur,Bordeaux,4806.281284838792,5435.9467215558425,1082.4166632831927,monday,False,False,16 days 00:00:00.000000000,True
576,2018-07-31,ordinateur,Bordeaux,6020.618631086173,1082.4166632831927,563.3371339078941,tuesday,False,False,15 days 00:00:00.000000000,True
577,2018-08-01,ordinateur,Bordeaux,2434.7848655120833,563.3371339078941,1795.7877271193365,wednesday,False,False,14 days 00:00:00.000000000,True
578,2018-08-02,ordinateur,Bordeaux,1523.410926880099,1795.7877271193365,1744.0524273617707,thursday,False,False,13 days 00:00:00.000000000,True
579,2018-08-03,ordinateur,Bordeaux,407.8585033051092,1744.0524273617707,2275.5896179038723,friday,False,False,12 days 00:00:00.000000000,True
580,2018-08-04,ordinateur,Bordeaux,2253.2746206367515,2275.5896179038723,918.8840348858827,saturday,True,False,11 days 00:00:00.000000000,True
581,2018-08-05,ordinateur,Bordeaux,6502.162345520577,918.8840348858827,4593.459595353236,sunday,True,False,10 days 00:00:00.000000000,True
582,2018-08-06,ordinateur,Bordeaux,338.5065669174188,4593.459595353236,157.15606471395995,monday,False,False,9 days 00:00:00.000000000,True
583,2018-08-07,ordinateur,Bordeaux,3378.1342005690553,157.15606471395995,1815.4527891907376,tuesday,False,False,8 days 00:00:00.000000000,True
584,2018-08-08,ordinateur,Bordeaux,3077.5392135321263,1815.4527891907376,3411.257089881547,wednesday,False,False,7 days 00:00:00.000000000,True
585,2018-08-09,ordinateur,Bordeaux,3280.482919011259,3411.257089881547,65.12714958721685,thursday,False,False,6 days 00:00:00.000000000,True
586,2018-08-10,ordinateur,Bordeaux,3968.0515476883807,65.12714958721685,1679.6117831894073,friday,False,False,5 days 00:00:00.000000000,True
587,2018-08-11,ordinateur,Bordeaux,6100.768232454706,1679.6117831894073,7024.390984832874,saturday,True,False,4 days 00:00:00.000000000,True
588,2018-08-12,ordinateur,Bordeaux,1776.8379646601609,7024.390984832874,414.9439733192064,sunday,True,False,3 days 00:00:00.000000000,True
589,2018-08-13,ordinateur,Bordeaux,7816.029482400828,414.9439733192064,655.2675915216606,monday,False,False,2 days 00:00:00.000000000,True
590,2018-08-14,ordinateur,Bordeaux,1459.6590357693551,655.2675915216606,3657.1170759849538,tuesday,False,False,1 days 00:00:00.000000000,True
591,2018-08-15,ordinateur,Bordeaux,3888.752992082793,3657.1170759849538,2893.660052595246,wednesday,False,True,78 days 00:00:00.000000000,True
592,2018-08-16,ordinateur,Bordeaux,4836.883915578077,2893.660052595246,1943.4261545384838,thursday,False,False,77 days 00:00:00.000000000,True
593,2018-08-17,ordinateur,Bordeaux,5132.509123492917,1943.4261545384838,1717.9602097118088,friday,False,False,76 days 00:00:00.000000000,True
594,2018-08-18,ordinateur,Bordeaux,3912.098571949237,1717.9602097118088,3428.831429726216,saturday,True,False,75 days 00:00:00.000000000,True
595,2018-08-19,ordinateur,Bordeaux,4131.965383383999,3428.831429726216,970.0884917223598,sunday,True,False,74 days 00:00:00.000000000,True
596,2018-08-20,ordinateur,Bordeaux,6222.921957831781,970.0884917223598,462.25444488544116,monday,False,False,73 days 00:00:00.000000000,True
597,2018-08-21,ordinateur,Bordeaux,1614.2383857216398,462.25444488544116,1278.7903457824686,tuesday,False,False,72 days 00:00:00.000000000,True
598,2018-08-22,ordinateur,Bordeaux,3942.9520428577757,1278.7903457824686,2363.6034332565328,wednesday,False,False,71 days 00:00:00.000000000,True
599,2018-08-23,ordinateur,Bordeaux,4208.265697293447,2363.6034332565328,1688.2668180300516,thursday,False,False,70 days 00:00:00.000000000,True
600,2018-08-24,ordinateur,Bordeaux,4084.6979631533095,1688.2668180300516,129.1480555599477,friday,False,False,69 days 00:00:00.000000000,True
601,2018-08-25,ordinateur,Bordeaux,2066.515796714766,129.1480555599477,3580.871204532656,saturday,True,False,68 days 00:00:00.000000000,True
602,2018-08-26,ordinateur,Bordeaux,4147.521685073399,3580.871204532656,4595.892308702253,sunday,True,False,67 days 00:00:00.000000000,True
603,2018-08-27,ordinateur,Bordeaux,6945.365022076476,4595.892308702253,3313.1380928050085,monday,False,False,66 days 00:00:00.000000000,True
604,2018-08-28,ordinateur,Bordeaux,4317.971587285485,3313.1380928050085,4966.354017395094,tuesday,False,False,65 days 00:00:00.000000000,True
605,2018-08-29,ordinateur,Bordeaux,3076.9266577812464,4966.354017395094,6514.24684813266,wednesday,False,False,64 days 00:00:00.000000000,True
606,2018-08-30,ordinateur,Bordeaux,5049.411893599995,6514.24684813266,3553.639259883327,thursday,False,False,63 days 00:00:00.000000000,True
607,2018-08-31,ordinateur,Bordeaux,3239.1755042105333,3553.639259883327,463.3083163219096,friday,False,False,62 days 00:00:00.000000000,True
608,2018-09-01,ordinateur,Bordeaux,6925.183973093746,463.3083163219096,3651.614144578159,saturday,True,False,61 days 00:00:00.000000000,True
609,2018-09-02,ordinateur,Bordeaux,1971.4058945199365,3651.614144578159,4920.164847801034,sunday,True,False,60 days 00:00:00.000000000,True
610,2018-09-03,ordinateur,Bordeaux,2048.6189534548107,4920.164847801034,2386.148619283815,monday,False,False,59 days 00:00:00.000000000,False
611,2018-09-04,ordinateur,Bordeaux,8502.63435095032,2386.148619283815,991.2209732658397,tuesday,False,False,58 days 00:00:00.000000000,False
612,2018-09-05,ordinateur,Bordeaux,2033.2295922678104,991.2209732658397,725.2096550959627,wednesday,False,False,57 days 00:00:00.000000000,False
613,2018-09-06,ordinateur,Bordeaux,3412.976298939191,725.2096550959627,2216.338591849052,thursday,False,False,56 days 00:00:00.000000000,False
614,2018-09-07,ordinateur,Bordeaux,2452.104515918129,2216.338591849052,3266.703093103119,friday,False,False,55 days 00:00:00.000000000,False
615,2018-09-08,ordinateur,Bordeaux,5558.778146210458,3266.703093103119,2058.820201435878,saturday,True,False,54 days 00:00:00.000000000,False
616,2018-09-09,ordinateur,Bordeaux,435.07208959745316,2058.820201435878,4916.30352487495,sunday,True,False,53 days 00:00:00.000000000,False
617,2018-09-10,ordinateur,Bordeaux,6626.512865354971,4916.30352487495,2023.3278498002453,monday,False,False,52 days 00:00:00.000000000,False
