date,equipement,ville,CA
2017-11-17,accessoires,Paris,50.53162248906849
2017-11-18,accessoires,Paris,500.5685666103146
2017-11-19,accessoires,Paris,8.647548581519885
2017-11-20,accessoires,Paris,335.3817476885118
2017-11-21,accessoires,Paris,434.11414446784465
2017-11-22,accessoires,Paris,362.9319455773556
2017-11-23,accessoires,Paris,465.9415393354874
2017-11-24,accessoires,Paris,110.06090984786921
2017-11-25,accessoires,Paris,306.76453554845716
2017-11-26,accessoires,Paris,176.77302735318372
2017-11-27,accessoires,Paris,164.7032461654854
2017-11-28,accessoires,Paris,29.128963325084214
2017-11-29,accessoires,Paris,65.5086591940105
2017-11-30,accessoires,Paris,198.47780804995944
2017-12-01,accessoires,Paris,121.79016828080587
2017-12-02,accessoires,Paris,405.85075971537293
2017-12-03,accessoires,Paris,141.58652909109244
2017-12-04,accessoires,Paris,32.09369332938142
2017-12-05,accessoires,Paris,215.78606564846075
2017-12-06,accessoires,Paris,31.300802099139275
2017-12-07,accessoires,Paris,47.82780641053529
2017-12-08,accessoires,Paris,161.0466701260877
2017-12-09,accessoires,Paris,224.3697350327891
2017-12-10,accessoires,Paris,233.75574338179723
2017-12-11,accessoires,Paris,97.31063783768823
2017-12-12,accessoires,Paris,22.932986299844828
2017-12-13,accessoires,Paris,305.3942805512471
2017-12-14,accessoires,Paris,223.4730274594461
2017-12-15,accessoires,Paris,364.02801384111405
2017-12-16,accessoires,Paris,108.54448290665216
2017-12-17,accessoires,Paris,53.28139869609011
2017-12-18,accessoires,Paris,97.82909296840238
2017-12-19,accessoires,Paris,347.2504770021728
2017-12-20,accessoires,Paris,129.73458384816553
2017-12-21,accessoires,Paris,128.22532584347837
2017-12-22,accessoires,Paris,96.87384376053619
2017-12-23,accessoires,Paris,460.0119905089219
2017-12-24,accessoires,Paris,337.92240551171847
2017-12-25,accessoires,Paris,146.2875201566961
2017-12-26,accessoires,Paris,85.54380889200343
2017-12-27,accessoires,Paris,300.4220368041519
2017-12-28,accessoires,Paris,418.4313820001146
2017-12-29,accessoires,Paris,274.9549789783205
2017-12-30,accessoires,Paris,294.13944443291143
2017-12-31,accessoires,Paris,302.2769083428321
2018-01-01,accessoires,Paris,191.57739132998006
2018-01-02,accessoires,Paris,248.93567076825096
2018-01-03,accessoires,Paris,228.830772515808
2018-01-04,accessoires,Paris,227.44693685228296
2018-01-05,accessoires,Paris,242.70472759207829
2018-01-06,accessoires,Paris,279.5200995236544
2018-01-07,accessoires,Paris,112.74082771744469
2018-01-08,accessoires,Paris,226.1181881998278
2018-01-09,accessoires,Paris,230.57224090429233
2018-01-10,accessoires,Paris,326.95943888752254
2018-01-11,accessoires,Paris,340.8021714767197
2018-01-12,accessoires,Paris,300.83642310256914
2018-01-13,accessoires,Paris,186.4309317680229
2018-01-14,accessoires,Paris,268.33972720464334
2018-01-15,accessoires,Paris,74.12722206738752
2018-01-16,accessoires,Paris,269.10723412605466
2018-01-17,accessoires,Paris,409.1056665993909
2018-01-18,accessoires,Paris,123.1404222998102
2018-01-19,accessoires,Paris,204.07154800091843
2018-01-20,accessoires,Paris,362.40142097141626
2018-01-21,accessoires,Paris,330.85907247452684
2018-01-22,accessoires,Paris,467.88722174246374
2018-01-23,accessoires,Paris,335.0961820297845
2018-01-24,accessoires,Paris,403.77743262736163
2018-01-25,accessoires,Paris,25.02193249044126
2018-01-26,accessoires,Paris,519.5653204269868
2018-01-27,accessoires,Paris,37.421915209691605
2018-01-28,accessoires,Paris,128.70709091106846
2018-01-29,accessoires,Paris,198.04186355769963
2018-01-30,accessoires,Paris,77.41156799329578
2018-01-31,accessoires,Paris,20.133471513168477
2018-02-01,accessoires,Paris,297.14919182071225
2018-02-02,accessoires,Paris,382.41703385729295
2018-02-03,accessoires,Paris,119.40269195760676
2018-02-04,accessoires,Paris,313.36328082329237
2018-02-05,accessoires,Paris,289.9016540650326
2018-02-06,accessoires,Paris,255.71144977874386
2018-02-07,accessoires,Paris,469.13528869337483
2018-02-08,accessoires,Paris,304.12107176515474
2018-02-09,accessoires,Paris,102.96785924932321
2018-02-10,accessoires,Paris,372.0552093651521
2018-02-11,accessoires,Paris,63.32605661238929
2018-02-12,accessoires,Paris,139.83525641413715
2018-02-13,accessoires,Paris,235.54893029982813
2018-02-14,accessoires,Paris,191.92869266053899
2018-02-15,accessoires,Paris,194.124320155241
2018-02-16,accessoires,Paris,167.03500267319197
2018-02-17,accessoires,Paris,403.412782874192
2018-02-18,accessoires,Paris,290.5707582589523
2018-02-19,accessoires,Paris,115.43941155702495
2018-02-20,accessoires,Paris,32.674767175440586
2018-02-21,accessoires,Paris,258.53621131551057
2018-02-22,accessoires,Paris,206.01749702679714
2018-02-23,accessoires,Paris,254.92359130697412
2018-02-24,accessoires,Paris,209.93955422325564
2018-02-25,accessoires,Paris,244.61275476262398
2018-02-26,accessoires,Paris,192.6030534923545
2018-02-27,accessoires,Paris,60.209538317986116
2018-02-28,accessoires,Paris,46.1253502669233
2018-03-01,accessoires,Paris,37.78276959385896
2018-03-02,accessoires,Paris,43.33536456900373
2018-03-03,accessoires,Paris,92.70186221317198
2018-03-04,accessoires,Paris,201.37330421958217
2018-03-05,accessoires,Paris,114.49346395361238
2018-03-06,accessoires,Paris,347.2830829866541
2018-03-07,accessoires,Paris,84.36971184741014
2018-03-08,accessoires,Paris,218.42253899646536
2018-03-09,accessoires,Paris,311.82717056581254
2018-03-10,accessoires,Paris,248.43444646731
2018-03-11,accessoires,Paris,167.1894832961986
2018-03-12,accessoires,Paris,276.7678520600133
2018-03-13,accessoires,Paris,312.34207739916513
2018-03-14,accessoires,Paris,21.669526530135258
2018-03-15,accessoires,Paris,358.55751323953365
2018-03-16,accessoires,Paris,200.63159104331538
2018-03-17,accessoires,Paris,153.54845445337597
2018-03-18,accessoires,Paris,441.801262256353
2018-03-19,accessoires,Paris,410.2925972113321
2018-03-20,accessoires,Paris,1.6069616336052248
2018-03-21,accessoires,Paris,394.03825332782367
2018-03-22,accessoires,Paris,67.51878757102517
2018-03-23,accessoires,Paris,76.50902848051274
2018-03-24,accessoires,Paris,79.56203381594493
2018-03-25,accessoires,Paris,288.15916335912834
2018-03-26,accessoires,Paris,332.32298961457104
2018-03-27,accessoires,Paris,71.17758719313247
2018-03-28,accessoires,Paris,189.75681963701058
2018-03-29,accessoires,Paris,48.00594014847139
2018-03-30,accessoires,Paris,35.12373302756906
2018-03-31,accessoires,Paris,207.00573142311777
2018-04-01,accessoires,Paris,71.38738052373436
2018-04-02,accessoires,Paris,20.58128684676325
2018-04-03,accessoires,Paris,379.32228310496777
2018-04-04,accessoires,Paris,290.6885146604198
2018-04-05,accessoires,Paris,391.5041948746456
2018-04-06,accessoires,Paris,144.51511035410482
2018-04-07,accessoires,Paris,256.66134639879135
2018-04-08,accessoires,Paris,198.09214779640718
2018-04-09,accessoires,Paris,202.08139574144684
2018-04-10,accessoires,Paris,405.7670053734222
2018-04-11,accessoires,Paris,377.7131581257906
2018-04-12,accessoires,Paris,463.945221215532
2018-04-13,accessoires,Paris,33.370298913721115
2018-04-14,accessoires,Paris,211.57525655765647
2018-04-15,accessoires,Paris,431.3185294094417
2018-04-16,accessoires,Paris,19.142459352885787
2018-04-17,accessoires,Paris,382.21281018115087
2018-04-18,accessoires,Paris,311.61596611647906
2018-04-19,accessoires,Paris,71.07117141978571
2018-04-20,accessoires,Paris,281.69527085095217
2018-04-21,accessoires,Paris,418.7520275975407
2018-04-22,accessoires,Paris,163.50042133790768
2018-04-23,accessoires,Paris,6.109741830735601
2018-04-24,accessoires,Paris,101.70884225006466
2018-04-25,accessoires,Paris,136.4434208431137
2018-04-26,accessoires,Paris,247.87015620352193
2018-04-27,accessoires,Paris,153.51588295684314
2018-04-28,accessoires,Paris,71.90035842883985
2018-04-29,accessoires,Paris,146.97626157724386
2018-04-30,accessoires,Paris,13.835559907284265
2018-05-01,accessoires,Paris,160.90880582598638
2018-05-02,accessoires,Paris,123.38160108590843
2018-05-03,accessoires,Paris,203.46983838289452
2018-05-04,accessoires,Paris,269.83091795589917
2018-05-05,accessoires,Paris,133.91959478566324
2018-05-06,accessoires,Paris,281.8263287962206
2018-05-07,accessoires,Paris,15.84113282929109
2018-05-08,accessoires,Paris,232.60343748826898
2018-05-09,accessoires,Paris,399.5850555867608
2018-05-10,accessoires,Paris,365.3737620072846
2018-05-11,accessoires,Paris,225.10867262370581
2018-05-12,accessoires,Paris,232.46276732371987
2018-05-13,accessoires,Paris,220.45626903631901
2018-05-14,accessoires,Paris,51.61126733092347
2018-05-15,accessoires,Paris,208.34398626818762
2018-05-16,accessoires,Paris,13.697408092601627
2018-05-17,accessoires,Paris,87.33171831643409
2018-05-18,accessoires,Paris,75.57576843281655
2018-05-19,accessoires,Paris,152.6820147027318
2018-05-20,accessoires,Paris,195.92671466846295
2018-05-21,accessoires,Paris,93.67844787156572
2018-05-22,accessoires,Paris,197.8079164086854
2018-05-23,accessoires,Paris,119.4987033370106
2018-05-24,accessoires,Paris,302.7286324448327
2018-05-25,accessoires,Paris,81.07186578382445
2018-05-26,accessoires,Paris,229.9026134787311
2018-05-27,accessoires,Paris,364.0841646083228
2018-05-28,accessoires,Paris,351.549286710557
2018-05-29,accessoires,Paris,535.5145149854192
2018-05-30,accessoires,Paris,337.62335793625846
2018-05-31,accessoires,Paris,174.4281471443897
2018-06-01,accessoires,Paris,207.75357963308332
2018-06-02,accessoires,Paris,257.00848361329616
2018-06-03,accessoires,Paris,317.0792312694406
2018-06-04,accessoires,Paris,291.2097288801638
2018-06-05,accessoires,Paris,382.8559660238333
2018-06-06,accessoires,Paris,165.19672486257667
2018-06-07,accessoires,Paris,323.78581659552583
2018-06-08,accessoires,Paris,267.513502748143
2018-06-09,accessoires,Paris,328.6185218482068
2018-06-10,accessoires,Paris,53.8682825682137
2018-06-11,accessoires,Paris,161.09485508291772
2018-06-12,accessoires,Paris,103.89520555286302
2018-06-13,accessoires,Paris,259.5124278515919
2018-06-14,accessoires,Paris,338.2098544680332
2018-06-15,accessoires,Paris,131.40441875852517
2018-06-16,accessoires,Paris,241.83680753867367
2018-06-17,accessoires,Paris,263.8086762294599
2018-06-18,accessoires,Paris,167.49232936877374
2018-06-19,accessoires,Paris,173.63081458240654
2018-06-20,accessoires,Paris,345.6496253033736
2018-06-21,accessoires,Paris,183.34450638124898
2018-06-22,accessoires,Paris,146.64916570629487
2018-06-23,accessoires,Paris,217.06420630644374
2018-06-24,accessoires,Paris,97.9173757134402
2018-06-25,accessoires,Paris,195.8570667408402
2018-06-26,accessoires,Paris,159.25928357521028
2018-06-27,accessoires,Paris,443.0726441647251
2018-06-28,accessoires,Paris,300.56521532990894
2018-06-29,accessoires,Paris,305.54159585510683
2018-06-30,accessoires,Paris,225.1217722182601
2018-07-01,accessoires,Paris,378.11877298891454
2018-07-02,accessoires,Paris,63.09508552312933
2018-07-03,accessoires,Paris,294.5318355271927
2018-07-04,accessoires,Paris,149.74316141406004
2018-07-05,accessoires,Paris,17.540553685277484
2018-07-06,accessoires,Paris,361.6780512841586
2018-07-07,accessoires,Paris,220.58257409605486
2018-07-08,accessoires,Paris,47.52010968640453
2018-07-09,accessoires,Paris,70.91401116515401
2018-07-10,accessoires,Paris,375.8947286646001
2018-07-11,accessoires,Paris,39.95144329305541
2018-07-12,accessoires,Paris,103.13335368285821
2018-07-13,accessoires,Paris,247.53693561154554
2018-07-14,accessoires,Paris,303.3681913216563
2018-07-15,accessoires,Paris,426.322753300724
2018-07-16,accessoires,Paris,37.33093704037699
2018-07-17,accessoires,Paris,67.65863708302156
2018-07-18,accessoires,Paris,249.10311918618524
2018-07-19,accessoires,Paris,138.10310446371395
2018-07-20,accessoires,Paris,90.173437139099
2018-07-21,accessoires,Paris,55.917028906538825
2018-07-22,accessoires,Paris,386.0725520194564
2018-07-23,accessoires,Paris,102.84010429662058
2018-07-24,accessoires,Paris,233.53761748985787
2018-07-25,accessoires,Paris,38.997975492358734
2018-07-26,accessoires,Paris,377.3034000312668
2018-07-27,accessoires,Paris,262.20071392186566
2018-07-28,accessoires,Paris,60.99428480179291
2018-07-29,accessoires,Paris,347.60059168184847
2018-07-30,accessoires,Paris,100.10521844435621
2018-07-31,accessoires,Paris,154.6368547966412
2018-08-01,accessoires,Paris,545.1568536937807
2018-08-02,accessoires,Paris,502.69438302748404
2018-08-03,accessoires,Paris,151.93886195806718
2018-08-04,accessoires,Paris,77.45661920942881
2018-08-05,accessoires,Paris,29.599939042356425
2018-08-06,accessoires,Paris,429.9800264050304
2018-08-07,accessoires,Paris,90.88499451311236
2018-08-08,accessoires,Paris,58.78147736393086
2018-08-09,accessoires,Paris,48.28972712688425
2018-08-10,accessoires,Paris,178.6019101767069
2018-08-11,accessoires,Paris,211.90424900881106
2018-08-12,accessoires,Paris,59.837599344517244
2018-08-13,accessoires,Paris,307.5328116145468
2018-08-14,accessoires,Paris,6.186504916290557
2018-08-15,accessoires,Paris,509.8939834149415
2018-08-16,accessoires,Paris,143.82364875067432
2018-08-17,accessoires,Paris,127.7139345541057
2018-08-18,accessoires,Paris,213.79303170672742
2018-08-19,accessoires,Paris,360.70526568287056
2018-08-20,accessoires,Paris,226.6367646464417
2018-08-21,accessoires,Paris,246.8246562263098
2018-08-22,accessoires,Paris,345.9109024867285
2018-08-23,accessoires,Paris,49.10997707038878
2018-08-24,accessoires,Paris,204.67269383767345
2018-08-25,accessoires,Paris,407.4103409377731
2018-08-26,accessoires,Paris,390.1868055193392
2018-08-27,accessoires,Paris,121.40365393486987
2018-08-28,accessoires,Paris,288.3259437029264
2018-08-29,accessoires,Paris,242.34361880992665
2018-08-30,accessoires,Paris,57.000551274539355
2018-08-31,accessoires,Paris,98.12841033082827
2018-09-01,accessoires,Paris,73.89019407323529
2018-09-02,accessoires,Paris,92.91963077136975
2018-09-03,accessoires,Paris,247.43987507430737
2018-09-04,accessoires,Paris,99.10440394193442
2018-09-05,accessoires,Paris,370.5348937330729
2018-09-06,accessoires,Paris,1.319620182162245
2018-09-07,accessoires,Paris,322.48319982348653
2018-09-08,accessoires,Paris,88.88141527059747
2018-09-09,accessoires,Paris,429.50546477158747
2018-09-10,accessoires,Paris,146.85099561553656
2018-09-11,accessoires,Paris,439.2691847621414
2018-09-12,accessoires,Paris,78.21145837523213
2018-09-13,accessoires,Paris,277.67867165141837
2018-09-14,accessoires,Paris,444.4666228972777
2018-09-15,accessoires,Paris,181.97926065248254
2018-09-16,accessoires,Paris,513.5239235316493
2018-09-17,accessoires,Paris,93.28376718308392
2018-09-18,accessoires,Paris,229.87807003514257
2018-09-19,accessoires,Paris,33.611626411980765
2018-09-20,accessoires,Paris,173.35180614821834
2018-09-21,accessoires,Paris,296.5451592242213
2018-09-22,accessoires,Paris,450.1531043083528
2018-09-23,accessoires,Paris,441.9889342219211
2018-09-24,accessoires,Paris,2.9218463453939543
2018-09-25,accessoires,Paris,146.34473482017623
2018-09-26,accessoires,Paris,28.44668509325938
2018-09-27,accessoires,Paris,111.01928618477295
2018-09-28,accessoires,Paris,320.8618984573174
2018-09-29,accessoires,Paris,146.6616443192311
2018-09-30,accessoires,Paris,155.8644707373593
2018-10-01,accessoires,Paris,200.26209492197796
2018-10-02,accessoires,Paris,165.31883188859706
2018-10-03,accessoires,Paris,40.750024356231584
2018-10-04,accessoires,Paris,245.2206356051695
2018-10-05,accessoires,Paris,60.9168461014123
2018-10-06,accessoires,Paris,143.02829590125236
2018-10-07,accessoires,Paris,158.6634477518019
2018-10-08,accessoires,Paris,71.19982507936808
2018-10-09,accessoires,Paris,246.26815313119693
2018-10-10,accessoires,Paris,136.76272985393126
2018-10-11,accessoires,Paris,388.7294109724008
2018-10-12,accessoires,Paris,342.56324353202365
2018-10-13,accessoires,Paris,287.4041388442004
2018-10-14,accessoires,Paris,326.80124197375295
2018-10-15,accessoires,Paris,74.91961517425885
2018-10-16,accessoires,Paris,204.31158907761127
2018-10-17,accessoires,Paris,35.81957853609535
2018-10-18,accessoires,Paris,216.1556852211179
2018-10-19,accessoires,Paris,111.4519112946372
2018-10-20,accessoires,Paris,216.35162778697537
2018-10-21,accessoires,Paris,276.5733951871945
2018-10-22,accessoires,Paris,433.3970172513928
2018-10-23,accessoires,Paris,64.26124058394058
2018-10-24,accessoires,Paris,236.72564436487735
2018-10-25,accessoires,Paris,162.6050619490462
2018-10-26,accessoires,Paris,133.5185722735447
2018-10-27,accessoires,Paris,240.83910111692114
2018-10-28,accessoires,Paris,291.3005660896965
2018-10-29,accessoires,Paris,209.6125492019241
2018-10-30,accessoires,Paris,248.74426937252096
2018-10-31,accessoires,Paris,400.65492681328345
2018-11-01,accessoires,Paris,114.75205284796873
2018-11-02,accessoires,Paris,70.27781040138929
2018-11-03,accessoires,Paris,279.5708906551072
2018-11-04,accessoires,Paris,114.7013520662196
2018-11-05,accessoires,Paris,426.6797818624971
2018-11-06,accessoires,Paris,5.424712512544785
2018-11-07,accessoires,Paris,338.0675926504771
2018-11-08,accessoires,Paris,52.636908953496736
2018-11-09,accessoires,Paris,189.3986619641618
2018-11-10,accessoires,Paris,77.16446625272094
2018-11-11,accessoires,Paris,217.55802191128402
2018-11-12,accessoires,Paris,286.81188481180334
2018-11-13,accessoires,Paris,370.7238411513572
2018-11-14,accessoires,Paris,406.81851855368666
2018-11-15,accessoires,Paris,377.23735837148996
2018-11-16,accessoires,Paris,75.06966120140773
2018-11-17,accessoires,Paris,215.047665130006
2018-11-18,accessoires,Paris,45.02497724812389
2018-11-19,accessoires,Paris,139.01153718309
2018-11-20,accessoires,Paris,240.86429954623407
2018-11-21,accessoires,Paris,290.36023285203163
2018-11-22,accessoires,Paris,55.90354926535461
2018-11-23,accessoires,Paris,337.5884832208796
2018-11-24,accessoires,Paris,116.4608970531196
2018-11-25,accessoires,Paris,171.544013026496
2018-11-26,accessoires,Paris,197.0180991353841
2018-11-27,accessoires,Paris,170.80061694269625
2018-11-28,accessoires,Paris,70.3340934537783
2018-11-29,accessoires,Paris,233.86183114659008
2018-11-30,accessoires,Paris,44.72774223679437
2018-12-01,accessoires,Paris,2.1872939247712013
2018-12-02,accessoires,Paris,105.03907303186988
2018-12-03,accessoires,Paris,51.52239548285363
2018-12-04,accessoires,Paris,74.13303319885885
2018-12-05,accessoires,Paris,180.56341443583506
2018-12-06,accessoires,Paris,387.1033892181599
2018-12-07,accessoires,Paris,481.4949973240143
2018-12-08,accessoires,Paris,292.01190743977304
2018-12-09,accessoires,Paris,72.32786644401978
2018-12-10,accessoires,Paris,110.78278129526922
2018-12-11,accessoires,Paris,189.35334420325034
2018-12-12,accessoires,Paris,94.56057904310481
2018-12-13,accessoires,Paris,63.052124181676774
2018-12-14,accessoires,Paris,336.83072561019526
2018-12-15,accessoires,Paris,74.32395488062556
2018-12-16,accessoires,Paris,148.36359532538629
2018-12-17,accessoires,Paris,66.35321814403308
2018-12-18,accessoires,Paris,65.42170783360321
2018-12-19,accessoires,Paris,284.9483278234779
2018-12-20,accessoires,Paris,60.24401601447178
2018-12-21,accessoires,Paris,117.20430268699866
2018-12-22,accessoires,Paris,47.83428488843291
2018-12-23,accessoires,Paris,258.6888555718086
2018-12-24,accessoires,Paris,99.04171263931933
2018-12-25,accessoires,Paris,266.99586394423795
2018-12-26,accessoires,Paris,270.47570852490054
2018-12-27,accessoires,Paris,24.961150566641937
2018-12-28,accessoires,Paris,101.02233496902821
2018-12-29,accessoires,Paris,28.73406953563962
2018-12-30,accessoires,Paris,73.14585238173723
2018-12-31,accessoires,Paris,178.02434536045132
2019-01-01,accessoires,Paris,85.28648937944563
2019-01-02,accessoires,Paris,256.00066940451234
2019-01-03,accessoires,Paris,23.89634474556683
2019-01-04,accessoires,Paris,299.6852912647891
2019-01-05,accessoires,Paris,142.9860229150702
2019-01-06,accessoires,Paris,419.7838320080772
2019-01-07,accessoires,Paris,297.2512484616733
2019-01-08,accessoires,Paris,70.09710670138425
2019-01-09,accessoires,Paris,2.350455830822379
2019-01-10,accessoires,Paris,200.24974544584077
2019-01-11,accessoires,Paris,155.16533176510688
2019-01-12,accessoires,Paris,86.6862410881757
2019-01-13,accessoires,Paris,254.3171335571889
2019-01-14,accessoires,Paris,104.07405157169649
2019-01-15,accessoires,Paris,341.1735907975751
2019-01-16,accessoires,Paris,304.17671543014177
2019-01-17,accessoires,Paris,107.73401664357785
2019-01-18,accessoires,Paris,295.14161663409243
2019-01-19,accessoires,Paris,514.0698243257636
2019-01-20,accessoires,Paris,333.6825985738937
2019-01-21,accessoires,Paris,187.34915184264443
2019-01-22,accessoires,Paris,278.25550397717427
2019-01-23,accessoires,Paris,139.59641918192273
2019-01-24,accessoires,Paris,349.38102309056654
2019-01-25,accessoires,Paris,166.75612231168734
2019-01-26,accessoires,Paris,137.69800946425212
2019-01-27,accessoires,Paris,66.78765480202209
2019-01-28,accessoires,Paris,192.29486132536292
2019-01-29,accessoires,Paris,9.02382907529142
2019-01-30,accessoires,Paris,396.402054520102
2019-01-31,accessoires,Paris,31.042885569712144
2019-02-01,accessoires,Paris,286.856865371162
2019-02-02,accessoires,Paris,244.24697681774956
2019-02-03,accessoires,Paris,173.0066176132096
2019-02-04,accessoires,Paris,247.06887307998173
2019-02-05,accessoires,Paris,309.0214832066322
2019-02-06,accessoires,Paris,101.04613718935597
2019-02-07,accessoires,Paris,78.7009419195818
2019-02-08,accessoires,Paris,222.01021392280424
2019-02-09,accessoires,Paris,378.7782803731733
2019-02-10,accessoires,Paris,193.41683356579645
2019-02-11,accessoires,Paris,203.7299160091291
2019-02-12,accessoires,Paris,381.0416475472244
2019-02-13,accessoires,Paris,398.165863906601
2019-02-14,accessoires,Paris,284.8584428968359
2019-02-15,accessoires,Paris,75.4972671796133
2019-02-16,accessoires,Paris,98.22693961322098
2019-02-17,accessoires,Paris,103.12260014034746
2019-02-18,accessoires,Paris,14.541597201970509
2019-02-19,accessoires,Paris,290.20375254921225
2019-02-20,accessoires,Paris,139.21340538378905
2019-02-21,accessoires,Paris,446.8426141509225
2019-02-22,accessoires,Paris,153.66789638401605
2019-02-23,accessoires,Paris,68.31351864831468
2019-02-24,accessoires,Paris,202.0936524434501
2019-02-25,accessoires,Paris,94.48259641236163
2019-02-26,accessoires,Paris,354.7500990283759
2019-02-27,accessoires,Paris,427.23798856715314
2019-02-28,accessoires,Paris,165.35525714275408
2019-03-01,accessoires,Paris,89.86573417625152
2019-03-02,accessoires,Paris,387.1479741266516
2019-03-03,accessoires,Paris,0.9189321030187938
2019-03-04,accessoires,Paris,111.91506583328352
2019-03-05,accessoires,Paris,190.36335827915457
2019-03-06,accessoires,Paris,60.50204724833032
2019-03-07,accessoires,Paris,217.1010383160123
2019-03-08,accessoires,Paris,112.90131501058134
2019-03-09,accessoires,Paris,86.01087105642686
2019-03-10,accessoires,Paris,87.6102202946868
2019-03-11,accessoires,Paris,203.89765185538272
2019-03-12,accessoires,Paris,446.276980402282
2019-03-13,accessoires,Paris,247.483851398869
2019-03-14,accessoires,Paris,251.48670937877662
2019-03-15,accessoires,Paris,38.41737919637527
2019-03-16,accessoires,Paris,8.869837565033954
2019-03-17,accessoires,Paris,170.94479774332694
2019-03-18,accessoires,Paris,202.02391999723375
2019-03-19,accessoires,Paris,267.30961524299926
2019-03-20,accessoires,Paris,280.1761481194885
2019-03-21,accessoires,Paris,196.83092252619906
2019-03-22,accessoires,Paris,178.8503817253431
2019-03-23,accessoires,Paris,106.45245829801766
2019-03-24,accessoires,Paris,32.71043671890986
2019-03-25,accessoires,Paris,273.0534920180643
2019-03-26,accessoires,Paris,523.9484402284203
2019-03-27,accessoires,Paris,463.4379424937155
2019-03-28,accessoires,Paris,194.95271248749836
2019-03-29,accessoires,Paris,299.78434447566053
2019-03-30,accessoires,Paris,190.78189577512515
2019-03-31,accessoires,Paris,114.27246528859402
2019-04-01,accessoires,Paris,365.05889069301077
2019-04-02,accessoires,Paris,233.43407706400114
2019-04-03,accessoires,Paris,320.9444093446233
2019-04-04,accessoires,Paris,161.4153981442667
2019-04-05,accessoires,Paris,11.360591345031665
2019-04-06,accessoires,Paris,316.5707805236846
2019-04-07,accessoires,Paris,5.367420592237122
2019-04-08,accessoires,Paris,75.2255325974526
2019-04-09,accessoires,Paris,222.77984475569116
2019-04-10,accessoires,Paris,196.18104348638502
2019-04-11,accessoires,Paris,335.9391173704655
2019-04-12,accessoires,Paris,400.9011491466672
2019-04-13,accessoires,Paris,343.3501751200134
2019-04-14,accessoires,Paris,310.2763437250074
2019-04-15,accessoires,Paris,317.4071123020713
2019-04-16,accessoires,Paris,195.98599010882242
2019-04-17,accessoires,Paris,105.93929726002072
2019-04-18,accessoires,Paris,241.4227301343915
2019-04-19,accessoires,Paris,15.925864023503404
2019-04-20,accessoires,Paris,395.37568256552777
2019-04-21,accessoires,Paris,137.79406683507813
2019-04-22,accessoires,Paris,167.54814056635433
2019-04-23,accessoires,Paris,264.6046408031737
2019-04-24,accessoires,Paris,134.62609415852071
2019-04-25,accessoires,Paris,117.070842281087
2019-04-26,accessoires,Paris,319.8722927820293
2019-04-27,accessoires,Paris,167.90746871403846
2019-04-28,accessoires,Paris,207.86518536728462
2019-04-29,accessoires,Paris,188.54075736968903
2019-04-30,accessoires,Paris,73.19748841385872
2019-05-01,accessoires,Paris,274.83279759813706
2019-05-02,accessoires,Paris,270.65232490703465
2019-05-03,accessoires,Paris,7.005758717538184
2019-05-04,accessoires,Paris,72.62537615546499
2019-05-05,accessoires,Paris,8.322493858178541
2019-05-06,accessoires,Paris,199.8734813236158
2019-05-07,accessoires,Paris,237.09691351040183
2019-05-08,accessoires,Paris,99.11791856659364
2019-05-09,accessoires,Paris,229.95025502059028
2019-05-10,accessoires,Paris,209.41412274117084
2019-05-11,accessoires,Paris,68.83334556334289
2019-05-12,accessoires,Paris,249.43676182546744
2019-05-13,accessoires,Paris,271.1637908804893
2019-05-14,accessoires,Paris,96.21279708458452
2019-05-15,accessoires,Paris,197.01102507611367
2019-05-16,accessoires,Paris,247.66556609175018
2019-05-17,accessoires,Paris,386.37966298483155
2019-05-18,accessoires,Paris,336.68241862214376
2019-05-19,accessoires,Paris,150.23526164626202
2019-05-20,accessoires,Paris,91.68319099033863
2019-05-21,accessoires,Paris,359.2399819725968
2019-05-22,accessoires,Paris,405.2405316629508
2019-05-23,accessoires,Paris,248.4721862771771
2019-05-24,accessoires,Paris,380.780941611292
2019-05-25,accessoires,Paris,78.68228856588554
2019-05-26,accessoires,Paris,12.367704667134923
2019-05-27,accessoires,Paris,130.77814398146438
2019-05-28,accessoires,Paris,281.15131319531656
2019-05-29,accessoires,Paris,320.83767392583167
2019-05-30,accessoires,Paris,116.1020405227314
2019-05-31,accessoires,Paris,245.37007143077287
2019-06-01,accessoires,Paris,449.3973334625945
2019-06-02,accessoires,Paris,59.379878004786804
2019-06-03,accessoires,Paris,350.24251460319095
2019-06-04,accessoires,Paris,103.32173620662265
2019-06-05,accessoires,Paris,109.98431150858417
2019-06-06,accessoires,Paris,3.35751730266844
2019-06-07,accessoires,Paris,16.95167368880233
2019-06-08,accessoires,Paris,246.49403410353895
2019-06-09,accessoires,Paris,140.7177130370593
2019-06-10,accessoires,Paris,394.8264686081632
2019-06-11,accessoires,Paris,52.00600247333734
2019-06-12,accessoires,Paris,311.94596684064555
2019-06-13,accessoires,Paris,1.1810378864695248
2019-06-14,accessoires,Paris,146.18064855367766
2019-06-15,accessoires,Paris,250.59190055267726
2019-06-16,accessoires,Paris,367.67989747197606
2019-06-17,accessoires,Paris,415.1263110376175
2019-06-18,accessoires,Paris,38.408729480934475
2019-06-19,accessoires,Paris,282.8899819732333
2019-06-20,accessoires,Paris,421.8340514014363
2019-06-21,accessoires,Paris,327.70844791939805
2019-06-22,accessoires,Paris,232.29798626500033
